Offset(P)            #Ptr   #Hnd Access Name
0x000000001ef468b8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msimg32.dll
0x000000001ef53740     17      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000001ef538d8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ulib.dll
0x000000001ef56e20     10      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000001ef586e0     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef59e80      3      0 RW-rwd \Device\HarddiskVolume1\$MftMirr
0x000000001ef60728     17      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000001ef60f80     15      0 RW-rwd \Device\HarddiskVolume1\$BitMap
0x000000001ef62cd8      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{0af3b13f-5c58-11e2-8885-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001ef6b288      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashBase.dll
0x000000001ef6b340      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001ef6c168     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000001ef6cb70      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\batmeter.dll
0x000000001ef6cd48      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef72540      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\aclui.dll
0x000000001ef72690     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef72d08      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001ef75d58      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001f15c520      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\NCProv.dll
0x000000001f15c650      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\esent.dll
0x000000001f15c6f8      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6b73-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001f15c8f8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\xpsrchvw.exe
0x000000001f15c9f0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\timedate.cpl
0x000000001f1ab860      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f1abe20      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\webcheck.dll
0x000000001f1b1038      2      1 ------ \Device\Afd\Endpoint
0x000000001f1b5760      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\extensions.db
0x000000001f1e53e8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wlanhlp.dll
0x000000001f1e5d58      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\oleautobridge.uno.dll
0x000000001f34f360      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f34fa10      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000001f34fac8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbemcomn.dll
0x000000001f34ff80      3      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoeui.ttf
0x000000001f350680      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{67D69890-D853-4011-A87E-AA64FA83CE5A}.2.ver0x0000000000000001.db
0x000000001f350938      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\adsldpc.dll
0x000000001f350c50      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WMASF.DLL
0x000000001f351670      8      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMwareUser.exe
0x000000001f3519c0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shfolder.dll
0x000000001f355288      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6bc8-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001f355448      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001f359e48      1      1 R--rw- \Device\HarddiskVolume1\Windows\CSC\v2.0.6
0x000000001f35a540      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gpsvc.dll
0x000000001f3a8f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f3adbd0      2      1 ------ \Device\Afd\Endpoint
0x000000001f3af6c8      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\C_20127.NLS
0x000000001f3afec8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\desktop.ini
0x000000001f3b0330      8      0 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x000000001f3b21e8      3      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates
0x000000001f3b22a0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\reg3.dll
0x000000001f3b2f30      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\eappprxy.dll
0x000000001f4703b8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001f4708d8      2      1 ------ \Device\Afd\Endpoint
0x000000001f470bb8      8      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5\msvcp80.dll
0x000000001f572038      1      1 ------ \Device\Mailslot\ProtectedPrefix\LocalService
0x000000001f572b48      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vmhgfs.dll
0x000000001f572ec8      1      1 ------ \Device\Mailslot\ProtectedPrefix\NetWorkService
0x000000001f572f80      1      1 ------ \Device\NamedPipe\ProtectedPrefix\NetWorkService
0x000000001f57c038     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f57e430      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001f57e878      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\basesrv.dll
0x000000001f57edf0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\csrss.exe
0x000000001f57ff80      5      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\lnglo.dll
0x000000001f589b00      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE
0x000000001f58d720      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms
0x000000001f58deb8      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE.LOG1
0x000000001f58e110      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\profapi.dll
0x000000001f58e338      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD.LOG
0x000000001f58e620      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM.LOG2
0x000000001f58e6d8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f58ec98     17      1 RW---- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Internet Explorer\Recovery\Active\RecoveryStore.{2F55D46C-5CD9-11E2-BEEA-000C29D02D2D}.dat
0x000000001f58f3d0      1      1 RW---- \Device\HarddiskVolume1\Boot\BCD
0x000000001f58f880     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f595580      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gobject-2.0.dll
0x000000001f59d4b8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f59d5b0      1      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001f59d6a8      1      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000001f59d830      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\vdmdbg.dll
0x000000001f59db80      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\Magnify.exe
0x000000001f59df08      1      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000001f59e468      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\uiext.dll
0x000000001f59e650      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001f59e708      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\unordflo.dll
0x000000001f59e7c0     17      1 -W-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.2.Crwl
0x000000001f59ea50      6      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoepr.ttf
0x000000001f59ebc0      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\libcurl.dll
0x000000001f5ad148      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fltLib.dll
0x000000001f5ad760      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashWsFtr.dll
0x000000001f5af4a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f5afb40      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f5afe70      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\iscsicpl.dll
0x000000001f5d4038      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sdcpl.dll
0x000000001f5d5240      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f5d5f80      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\fms.dll
0x000000001f5d7360      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f5d89b0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscsvc.dll
0x000000001f5d9c48      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntmarta.dll
0x000000001f5d9dc8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\audiodg.exe.mui
0x000000001f5da6c8      1      1 ------ \Device\NTPNP_PCI0042\topology
0x000000001f5db3a0      1      1 ------ \Device\NTPNP_PCI0042\wave
0x000000001f5db808     10      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\sben-US.res
0x000000001f5dbb88      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\uxtheme.dll
0x000000001f5dbc40      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PeerDist.dll
0x000000001f647f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f6777e0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ink\en-US\mip.exe.mui
0x000000001f677e10      1      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000001f677ec8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mpr.dll
0x000000001f677f80      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc_os.dll
0x000000001f6a22f8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\desktop.ini
0x000000001f6a27c8     10      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\editengen-US.res
0x000000001f6a2f80     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x000000001f76e680     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Media Center.evtx
0x000000001f76ea68      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\propsys.dll
0x000000001f79a4f8      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms
0x000000001f79ad38      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000001f79ae30      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000001f7a65c8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001f8709e8      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001f870f80      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\swlo.dll
0x000000001f887eb8      1      1 -W---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x000000001f88d038      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sdcpl.dll
0x000000001f8f4038      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\msci_uno.dll
0x000000001f8f47b0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc.dll
0x000000001f8f4ab8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfdisk.dll
0x000000001f930c80      1      1 R--rwd \Device\HarddiskVolume1ꈠ
0x000000001f930ec8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskschd.dll
0x000000001f9e9e30      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM
0x000000001f9e9ed8      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE.LOG2
0x000000001f9e9f80      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM.LOG1
0x000000001fa031e0      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\xstor.dll
0x000000001fa03738      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x000000001fa04280      4      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows NT\Accessories\wordpad.exe
0x000000001fa04380     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000001fa07778      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Defender\MpSvc.dll
0x000000001fa07a70      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mctadmin.exe
0x000000001fa08230     15      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fa0e360      8      0 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x000000001fa0f3d0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmdrmdev.dll
0x000000001fa127c8      1      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\index.dat
0x000000001fa139e0      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fa14d20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fa16738      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ntprint.dll
0x000000001fa170e0      1      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\History\History.IE5\MSHist012013011220130113\index.dat
0x000000001fa17328      6      0 R--r-d \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\imagedump\winpmem-1.3.1.exe
0x000000001fa17400      1      1 ------ \Device\Afd\Endpoint
0x000000001fa177d0      1      1 ------ \Device\Afd\Endpoint
0x000000001fa1a8a8      9      0 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.ci
0x000000001fa1ca68      2      1 R--r-d \Device\HarddiskVolume1\Windows\System32\stdole2.tlb
0x000000001fa1cb98      1      1 ------ \Device\Afd\Endpoint
0x000000001fa1ce50      8      0 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\MSIMGSIZ.DAT
0x000000001fa21498      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fa29450      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ieapfltr.dll
0x000000001fa2e958      1      1 ------ \Device\Afd\Endpoint
0x000000001fa2fab8      2      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\SuggestedSites.dat
0x000000001fa31198      2      1 ------ \Device\Afd\Endpoint
0x000000001fa31db8      1      1 ------ \Device\Afd\Endpoint
0x000000001fa36470      6      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\ucbhelper4MSC.dll
0x000000001fa37d80      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\services.lnk
0x000000001fa384a8      1      1 ------ \Device\Afd\Endpoint
0x000000001fa39eb0      7      0 RW-rwd \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\avast5.ini
0x000000001fa3c268      1      1 ------ \Device\Afd\Endpoint
0x000000001fa3e960      2      1 ------ \Device\Afd\Endpoint
0x000000001fa3f038      2      1 R--r-d \Device\HarddiskVolume1\Windows\System32\iepeers.dll
0x000000001fa40188      2      1 ------ \Device\Afd\Endpoint
0x000000001fa43848      1      1 ------ \Device\Afd\Endpoint
0x000000001fa45970      2      1 ------ \Device\Afd\Endpoint
0x000000001fa47788      1      1 ------ \Device\Afd\Endpoint
0x000000001fa483c8      1      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\SuggestedSites.dat
0x000000001fa4a038      1      1 R--rw- \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp
0x000000001fa4a1e0      7      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\IETldCache\index.dat
0x000000001fa4a3a8      1      1 R--rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\IQNJ6DHS\fetteengschrift[1].eot
0x000000001fa4b038      1      1 R--rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\IQNJ6DHS\fetteengschrift[1].eot
0x000000001fa4b880      9      0 R--r-d \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\IQNJ6DHS\fetteengschrift[1].eot
0x000000001fa52198      1      1 ------ \Device\Afd\Endpoint
0x000000001fa538a0      1      1 ------ \Device\Afd\Endpoint
0x000000001fa555e8      1      1 ------ \Device\Afd\Endpoint
0x000000001fa567a0      1      1 R--rw- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program
0x000000001fa575c8      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\Links
0x000000001fa5e500      1      1 ------ \Device\Afd\Endpoint
0x000000001fa64a50      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wdmaud.drv.mui
0x000000001fa659a8      1      1 ------ \Device\Afd\Endpoint
0x000000001fa70510      3      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData
